row_idx,gene_id,name,biotype,chrom,start,end,strand,assembly,species,length,gc_content,seq_len_used,umap2d_x,umap2d_y,umap3d_x,umap3d_y,umap3d_z,hox_cluster
224709,ENSMMUG00000051572,HOXA3,protein_coding,3,87994291,87997137,+,Mmul_10,macaque,2847,0.5922,2847,15.7205,4.8009,14.3635,6.6196,2.9497,A
224710,ENSMMUG00000054649,HOXA2,protein_coding,3,88002613,88004381,+,Mmul_10,macaque,1769,0.5319,1769,15.3526,4.9566,14.0119,6.8257,2.8957,A
224711,ENSMMUG00000012807,HOXA1,protein_coding,3,88009205,88011922,+,Mmul_10,macaque,2718,0.4728,2718,15.6382,4.7493,14.2803,6.5932,2.8932,A
236886,ENSMMUG00000054600,HOXC13,protein_coding,11,53540741,53547136,+,Mmul_10,macaque,6396,0.4861,6396,17.2284,4.7107,15.9044,6.2894,3.2335,C
236887,ENSMMUG00000004541,HOXC12,protein_coding,11,53556786,53558414,+,Mmul_10,macaque,1629,0.6065,1629,15.6243,4.6793,14.2602,6.4926,2.8685,C
236888,ENSMMUG00000000924,HOXC11,protein_coding,11,53574934,53578720,+,Mmul_10,macaque,3787,0.5846,3787,16.2715,4.668,14.9271,6.3919,3.0692,C
236889,ENSMMUG00000000925,HOXC10,protein_coding,11,53586459,53591263,+,Mmul_10,macaque,4805,0.5457,4805,16.3567,5.1082,15.0635,6.8183,3.1901,C
236890,ENSMMUG00000063144,HOXC9,protein_coding,11,53601991,53604461,+,Mmul_10,macaque,2471,0.5791,2471,15.5443,4.9036,14.1512,6.7577,2.9592,C
236891,ENSMMUG00000063741,HOXC8,protein_coding,11,53611023,53613167,+,Mmul_10,macaque,2145,0.5543,2145,15.5058,4.8315,14.143,6.6934,2.9219,C
236892,ENSMMUG00000046055,HOXC6,protein_coding,11,53630370,53631807,+,Mmul_10,macaque,1438,0.5577,1438,15.4201,4.9382,14.0379,6.7926,2.9132,C
236893,ENSMMUG00000062271,HOXC5,protein_coding,11,53634943,53636323,+,Mmul_10,macaque,1381,0.601,1381,15.4043,4.9472,14.0435,6.8253,2.9675,C
236894,ENSMMUG00000055610,HOXC4,protein_coding,11,53655926,53658151,+,Mmul_10,macaque,2226,0.5018,2226,15.3923,4.9419,14.0503,6.8043,2.9128,C
238273,ENSMMUG00000055831,HOXD13,protein_coding,12,63207153,63208992,+,Mmul_10,macaque,1840,0.5413,1840,15.4408,4.9084,14.1242,6.7673,2.9305,D
238274,ENSMMUG00000023501,HOXD12,protein_coding,12,63214106,63215064,+,Mmul_10,macaque,959,0.6548,959,15.2027,5.0805,13.8548,6.959,2.8757,D
238275,ENSMMUG00000047915,HOXD11,protein_coding,12,63221644,63223424,+,Mmul_10,macaque,1781,0.6575,1781,15.3534,4.9619,14.0272,6.8174,2.9591,D
238276,ENSMMUG00000046368,HOXD10,protein_coding,12,63231135,63233494,+,Mmul_10,macaque,2360,0.5284,2360,15.4894,4.8855,14.1492,6.7348,2.945,D
238277,ENSMMUG00000032599,HOXD9,protein_coding,12,63237049,63238434,+,Mmul_10,macaque,1386,0.6198,1386,15.2016,5.0979,13.8617,6.9567,2.8632,D
238278,ENSMMUG00000023504,HOXD8,protein_coding,12,63244623,63245899,+,Mmul_10,macaque,1277,0.5333,1277,15.4289,4.8752,14.0672,6.7553,2.8962,D
238279,ENSMMUG00000060947,HOXD4,protein_coding,12,63266073,63267381,+,Mmul_10,macaque,1309,0.6295,1309,15.4221,4.9092,14.0659,6.7762,2.9432,D
238280,ENSMMUG00000051761,HOXD3,protein_coding,12,63267047,63286750,+,Mmul_10,macaque,19704,0.5057,8190,17.6664,3.9892,16.2885,5.5776,3.1435,D
238282,ENSMMUG00000065344,HOXD1,protein_coding,12,63303634,63305746,+,Mmul_10,macaque,2113,0.5495,2113,15.5024,4.7584,14.1557,6.6172,2.8626,D
243863,ENSMMUG00000060879,HOXB13,protein_coding,16,48071831,48078479,+,Mmul_10,macaque,6649,0.5593,6649,17.4538,4.0692,16.1051,5.6015,3.1963,B
243866,ENSMMUG00000052505,HOXB9,protein_coding,16,48169545,48174922,+,Mmul_10,macaque,5378,0.5586,5378,16.2698,5.1379,14.9668,6.8554,3.1856,B
243867,ENSMMUG00000020868,HOXB8,protein_coding,16,48180886,48182988,+,Mmul_10,macaque,2103,0.5706,2103,15.4281,4.9755,14.0479,6.8386,2.9956,B
243868,ENSMMUG00000055324,HOXB7,protein_coding,16,48184898,48188996,+,Mmul_10,macaque,4099,0.5301,4099,16.3618,4.7651,15.0242,6.4822,3.0541,B
243869,ENSMMUG00000062283,HOXB6,protein_coding,16,48191119,48202117,+,Mmul_10,macaque,10999,0.5451,8190,16.585,5.1876,15.3455,6.8232,3.2898,B
243870,ENSMMUG00000051420,HOXB5,protein_coding,16,48202138,48203609,+,Mmul_10,macaque,1472,0.5849,1472,15.3969,4.9545,14.041,6.816,2.9353,B
243872,ENSMMUG00000052130,HOXB4,protein_coding,16,48217449,48219043,+,Mmul_10,macaque,1595,0.5987,1595,15.4438,4.9065,14.0842,6.7635,2.9411,B
243874,ENSMMUG00000057001,HOXB2,protein_coding,16,48251261,48253134,+,Mmul_10,macaque,1874,0.6078,1874,15.4812,4.7822,14.1244,6.6467,2.8743,B
243875,ENSMMUG00000022212,HOXB1,protein_coding,16,48265292,48266657,+,Mmul_10,macaque,1366,0.6091,1366,15.4326,4.9001,14.0705,6.7572,2.9214,B
294800,ENSMUSG00000001819,Hoxd13,protein_coding,2,74498654,74501943,+,GRCm39,mouse,3290,0.4617,3290,16.1208,4.5724,14.7456,6.3369,2.9519,D
294801,ENSMUSG00000001823,Hoxd12,protein_coding,2,74505357,74508049,+,GRCm39,mouse,2693,0.5421,2693,16.3282,4.1066,14.8896,5.8369,2.8844,D
294802,ENSMUSG00000042499,Hoxd11,protein_coding,2,74509901,74517360,+,GRCm39,mouse,7460,0.5307,7460,17.1456,4.4929,15.8038,6.0593,3.2716,D
294805,ENSMUSG00000050368,Hoxd10,protein_coding,2,74522268,74525449,+,GRCm39,mouse,3182,0.4846,3182,15.644,4.8113,14.3009,6.6229,2.9357,D
294808,ENSMUSG00000043342,Hoxd9,protein_coding,2,74528071,74530552,+,GRCm39,mouse,2482,0.5931,2482,15.5622,4.6742,14.2222,6.5429,2.9215,D
294811,ENSMUSG00000027102,Hoxd8,protein_coding,2,74534959,74538277,+,GRCm39,mouse,3319,0.5538,3319,16.2064,4.4514,14.8323,6.2124,2.9187,D
294812,ENSMUSG00000079277,Hoxd3,protein_coding,2,74542271,74578786,+,GRCm39,mouse,36516,0.4919,8190,16.8973,4.7607,15.6163,6.3528,3.2745,D
294813,ENSMUSG00000101174,Hoxd4,protein_coding,2,74542273,74559504,+,GRCm39,mouse,17232,0.492,8190,17.0837,-3.251,15.3499,1.2784,5.2877,D
294817,ENSMUSG00000042448,Hoxd1,protein_coding,2,74593324,74595486,+,GRCm39,mouse,2163,0.5529,2163,15.6462,4.5129,14.2787,6.3563,2.7999,D
308195,ENSMUSG00000029844,Hoxa1,protein_coding,6,52132570,52135297,-,GRCm39,mouse,2728,0.4842,2728,15.941,4.02,14.6069,5.8024,2.8289,A
308201,ENSMUSG00000014704,Hoxa2,protein_coding,6,52139397,52141811,-,GRCm39,mouse,2415,0.4965,2415,15.5398,4.7512,14.1884,6.5918,2.9515,A
308204,ENSMUSG00000079560,Hoxa3,protein_coding,6,52146042,52190316,-,GRCm39,mouse,44275,0.4927,8190,17.3395,4.318,16.0161,5.8794,3.2267,A
308210,ENSMUSG00000000942,Hoxa4,protein_coding,6,52166651,52168733,-,GRCm39,mouse,2083,0.5727,2083,15.5208,4.5615,14.1221,6.4438,2.9364,A
308211,ENSMUSG00000038253,Hoxa5,protein_coding,6,52178734,52181567,-,GRCm39,mouse,2834,0.5162,2834,15.495,4.8645,14.1301,6.7224,2.9833,A
308212,ENSMUSG00000043219,Hoxa6,protein_coding,6,52183268,52185702,-,GRCm39,mouse,2435,0.5113,2435,15.757,4.3957,14.399,6.2495,2.8279,A
308213,ENSMUSG00000038236,Hoxa7,protein_coding,6,52191471,52198834,-,GRCm39,mouse,7364,0.5205,7364,17.4277,4.1617,16.0759,5.722,3.2579,A
308214,ENSMUSG00000038227,Hoxa9,protein_coding,6,52200080,52208069,-,GRCm39,mouse,7990,0.5144,7990,17.4492,4.1128,16.1002,5.6805,3.2415,A
308217,ENSMUSG00000000938,Hoxa10,protein_coding,6,52208177,52217834,-,GRCm39,mouse,9658,0.5046,8190,17.6588,3.7775,16.283,5.3449,3.1737,A
308218,ENSMUSG00000038210,Hoxa11,protein_coding,6,52219086,52222790,-,GRCm39,mouse,3705,0.5282,3705,15.817,4.8221,14.4541,6.6196,3.0097,A
308226,ENSMUSG00000038203,Hoxa13,protein_coding,6,52234674,52237788,-,GRCm39,mouse,3115,0.538,3115,16.1146,4.1819,14.6932,5.9467,2.9928,A
325354,ENSMUSG00000049604,Hoxb13,protein_coding,11,96085142,96088273,+,GRCm39,mouse,3132,0.5383,3132,16.4102,4.0898,14.9805,5.8391,2.9409,B
325360,ENSMUSG00000020875,Hoxb9,protein_coding,11,96162283,96167421,+,GRCm39,mouse,5139,0.5371,5139,16.603,4.8068,15.2505,6.456,3.1614,B
325364,ENSMUSG00000056648,Hoxb8,protein_coding,11,96172731,96176141,+,GRCm39,mouse,3411,0.5441,3411,15.671,4.8869,14.3257,6.6987,3.0167,B
325366,ENSMUSG00000038721,Hoxb7,protein_coding,11,96177449,96180988,+,GRCm39,mouse,3540,0.5226,3540,16.3871,4.5699,15.0115,6.2815,2.9876,B
325367,ENSMUSG00000000690,Hoxb6,protein_coding,11,96183302,96192395,+,GRCm39,mouse,9094,0.5214,8190,16.8794,4.786,15.5791,6.3836,3.3231,B
325368,ENSMUSG00000038700,Hoxb5,protein_coding,11,96194162,96196947,+,GRCm39,mouse,2786,0.533,2786,15.5245,4.6783,14.1879,6.5256,2.8497,B
325370,ENSMUSG00000038692,Hoxb4,protein_coding,11,96209093,96212464,+,GRCm39,mouse,3372,0.5424,3372,15.7025,4.7747,14.3574,6.5849,2.9527,B
325371,ENSMUSG00000048763,Hoxb3,protein_coding,11,96214152,96238756,+,GRCm39,mouse,24605,0.5041,8190,17.9719,3.3657,16.4672,4.917,3.0842,B
325374,ENSMUSG00000075588,Hoxb2,protein_coding,11,96241351,96244838,+,GRCm39,mouse,3488,0.5258,3488,16.2406,4.2973,14.8416,6.0532,2.9203,B
325375,ENSMUSG00000018973,Hoxb1,protein_coding,11,96256578,96259082,+,GRCm39,mouse,2505,0.5365,2505,16.2595,4.2842,14.8671,6.0235,2.884,B
335761,ENSMUSG00000001655,Hoxc13,protein_coding,15,102829538,102837249,+,GRCm39,mouse,7712,0.4774,7712,17.2968,4.6356,16.01,6.2028,3.2007,C
335763,ENSMUSG00000050328,Hoxc12,protein_coding,15,102845192,102847044,+,GRCm39,mouse,1853,0.5526,1853,15.7719,4.4352,14.3683,6.2208,2.8152,C
335769,ENSMUSG00000001656,Hoxc11,protein_coding,15,102862862,102866143,+,GRCm39,mouse,3282,0.571,3282,15.8429,4.7489,14.4937,6.5334,2.9707,C
335770,ENSMUSG00000022484,Hoxc10,protein_coding,15,102875231,102880328,+,GRCm39,mouse,5098,0.4774,5098,16.5362,4.9887,15.2488,6.6446,3.1634,C
335771,ENSMUSG00000022485,Hoxc5,protein_coding,15,102875878,102925861,+,GRCm39,mouse,49984,0.4989,8190,17.6278,3.9359,16.2493,5.4892,3.2037,C
335772,ENSMUSG00000036139,Hoxc9,protein_coding,15,102884874,102893531,+,GRCm39,mouse,8658,0.5243,8190,16.9254,4.822,15.6481,6.4039,3.2851,C
335774,ENSMUSG00000001657,Hoxc8,protein_coding,15,102899039,102902543,+,GRCm39,mouse,3505,0.5016,3505,15.7301,4.7264,14.3724,6.5693,2.9295,C
335776,ENSMUSG00000001661,Hoxc6,protein_coding,15,102906689,102920313,+,GRCm39,mouse,13625,0.4924,8190,17.3189,4.4062,15.9436,5.972,3.3013,C
335777,ENSMUSG00000075394,Hoxc4,protein_coding,15,102927366,102945278,+,GRCm39,mouse,17913,0.4689,8190,19.0374,2.0435,17.1586,3.9797,2.1432,C
366436,ENSSSCG00000000279,HOXC13,protein_coding,5,19151084,19158646,+,Sscrofa11.1,pig,7563,0.5129,7563,17.0689,4.8047,15.7749,6.3897,3.2512,C
366437,ENSSSCG00000000281,HOXC12,protein_coding,5,19167157,19169795,+,Sscrofa11.1,pig,2639,0.6211,2639,16.1431,4.6057,14.7261,6.4103,2.9868,C
366438,ENSSSCG00000028104,HOXC11,protein_coding,5,19178619,19189013,+,Sscrofa11.1,pig,10395,0.5706,8190,17.512,3.9938,16.1906,5.5797,3.1663,C
366439,ENSSSCG00000022728,HOXC10,protein_coding,5,19197807,19202970,+,Sscrofa11.1,pig,5164,0.5544,5164,16.2562,5.1401,14.9928,6.8291,3.1747,C
366442,ENSSSCG00000034474,HOXC9,protein_coding,5,19212905,19215984,+,Sscrofa11.1,pig,3080,0.5708,3080,15.5437,4.8923,14.1847,6.7441,2.9571,C
366443,ENSSSCG00000038644,HOXC8,protein_coding,5,19222057,19225835,+,Sscrofa11.1,pig,3779,0.5366,3779,15.6554,4.9619,14.3206,6.8028,3.0225,C
366444,ENSSSCG00000030585,HOXC6,protein_coding,5,19229594,19243652,+,Sscrofa11.1,pig,14059,0.5442,8190,16.7465,5.106,15.4382,6.6787,3.3182,C
366445,ENSSSCG00000040798,HOXC5,protein_coding,5,19245851,19248172,+,Sscrofa11.1,pig,2322,0.6042,2322,15.4721,4.8785,14.1345,6.7035,2.929,C
366446,ENSSSCG00000038993,HOXC4,protein_coding,5,19265081,19268257,+,Sscrofa11.1,pig,3177,0.5477,3177,15.7508,4.8919,14.4511,6.6692,3.0274,C
378339,ENSSSCG00000017532,HOXB1,protein_coding,12,24784594,24786576,-,Sscrofa11.1,pig,1983,0.6485,1983,15.9139,4.1286,14.4666,5.9622,2.8605,B
378340,ENSSSCG00000017533,HOXB2,protein_coding,12,24797225,24799303,-,Sscrofa11.1,pig,2079,0.6085,2079,15.6263,4.6144,14.2344,6.4648,2.9006,B
378341,ENSSSCG00000017534,HOXB3,protein_coding,12,24804647,24809937,-,Sscrofa11.1,pig,5291,0.5662,5291,16.1339,5.1134,14.8425,6.8114,3.1741,B
378343,ENSSSCG00000017535,HOXB4,protein_coding,12,24829452,24832318,-,Sscrofa11.1,pig,2867,0.594,2867,15.5249,4.7852,14.1661,6.6302,2.9724,B
378344,ENSSSCG00000017540,HOXB5,protein_coding,12,24845225,24847918,-,Sscrofa11.1,pig,2694,0.5668,2694,15.4411,4.9521,14.0661,6.8238,2.9913,B
378345,ENSSSCG00000017539,HOXB6,protein_coding,12,24849742,24852286,-,Sscrofa11.1,pig,2545,0.6161,2545,15.4307,4.8883,14.0719,6.778,3.0143,B
378346,ENSSSCG00000017538,HOXB7,protein_coding,12,24861174,24864620,-,Sscrofa11.1,pig,3447,0.5587,3447,15.9363,4.7021,14.5371,6.4635,2.9629,B
378347,ENSSSCG00000017537,HOXB8,protein_coding,12,24865984,24868930,-,Sscrofa11.1,pig,2947,0.5741,2947,15.426,4.9477,14.0606,6.8176,3.002,B
378348,ENSSSCG00000061856,HOXB9,protein_coding,12,24875723,24880333,-,Sscrofa11.1,pig,4611,0.5849,4611,16.1532,4.8227,14.7961,6.5429,3.1273,B
378349,ENSSSCG00000017541,HOXB13,protein_coding,12,24947687,24950714,-,Sscrofa11.1,pig,3028,0.5614,3028,16.6265,3.9318,15.1724,5.6165,2.897,B
384422,ENSSSCG00000057890,HOXD13,protein_coding,15,81893972,81896944,+,Sscrofa11.1,pig,2973,0.5092,2973,15.6517,4.8985,14.3005,6.7471,2.9838,D
384423,ENSSSCG00000015980,HOXD12,protein_coding,15,81900833,81902995,+,Sscrofa11.1,pig,2163,0.5895,2163,15.9178,4.4736,14.5374,6.2353,2.8417,D
384424,ENSSSCG00000034741,HOXD11,protein_coding,15,81908460,81911282,+,Sscrofa11.1,pig,2823,0.5848,2823,15.6709,4.7893,14.3489,6.5851,2.9327,D
384425,ENSSSCG00000015981,HOXD10,protein_coding,15,81917637,81921461,+,Sscrofa11.1,pig,3825,0.5077,3825,16.0209,4.881,14.7407,6.6561,3.0545,D
384426,ENSSSCG00000015982,HOXD9,protein_coding,15,81924142,81926274,+,Sscrofa11.1,pig,2133,0.6006,2133,15.5217,4.7957,14.1568,6.6826,2.9422,D
384427,ENSSSCG00000040349,HOXD8,protein_coding,15,81931010,81935529,+,Sscrofa11.1,pig,4520,0.4912,4520,16.5711,4.6023,15.2068,6.2807,3.0932,D
384428,ENSSSCG00000015984,HOXD4,protein_coding,15,81952660,81955172,+,Sscrofa11.1,pig,2513,0.577,2513,15.5066,4.831,14.1564,6.6842,2.9205,D
384429,ENSSSCG00000015985,HOXD3,protein_coding,15,81958701,81973673,+,Sscrofa11.1,pig,14973,0.5304,8190,17.8569,3.6397,16.4294,5.1841,3.1506,D
384430,ENSSSCG00000015986,HOXD1,protein_coding,15,81987769,81990134,+,Sscrofa11.1,pig,2366,0.5655,2366,15.91,4.4354,14.5081,6.2586,2.9038,D
387482,ENSSSCG00000062559,HOXA13,protein_coding,18,45373440,45376325,+,Sscrofa11.1,pig,2886,0.5638,2886,15.5869,4.809,14.2249,6.6637,2.9357,A
387483,ENSSSCG00000016698,HOXA11,protein_coding,18,45388375,45391953,+,Sscrofa11.1,pig,3579,0.5873,3579,15.6896,4.8771,14.3337,6.6939,2.9932,A
387484,ENSSSCG00000021204,HOXA10,protein_coding,18,45393885,45403257,+,Sscrofa11.1,pig,9373,0.5485,8190,17.2151,4.4793,15.8859,6.0709,3.2106,A
387485,ENSSSCG00000028997,HOXA9,protein_coding,18,45408375,45411509,+,Sscrofa11.1,pig,3135,0.541,3135,15.5651,4.8922,14.2617,6.7065,2.9663,A
387486,ENSSSCG00000016701,HOXA7,protein_coding,18,45417203,45419101,+,Sscrofa11.1,pig,1899,0.6145,1899,15.5137,4.7992,14.142,6.6785,2.9328,A
387487,ENSSSCG00000016703,HOXA5,protein_coding,18,45421663,45432885,+,Sscrofa11.1,pig,11223,0.5737,8190,16.6155,5.0441,15.3373,6.6745,3.2972,A
387491,ENSSSCG00000016705,HOXA3,protein_coding,18,45454213,45466537,+,Sscrofa11.1,pig,12325,0.534,8190,16.7375,5.0644,15.441,6.6609,3.3135,A
387492,ENSSSCG00000016706,HOXA2,protein_coding,18,45470862,45473876,+,Sscrofa11.1,pig,3015,0.4799,3015,16.0896,4.5141,14.7689,6.3178,2.9636,A
387493,ENSSSCG00000016707,HOXA1,protein_coding,18,45477461,45480152,+,Sscrofa11.1,pig,2692,0.5156,2692,15.5443,4.8365,14.2058,6.722,2.931,A
395054,ENSRNOG00000001588,Hoxd13,protein_coding,3,59570646,59573963,+,mRatBN7.2,rat,3318,0.4572,3318,16.1435,4.5335,14.8525,6.3319,2.9647,D
395055,ENSRNOG00000001587,Hoxd12,protein_coding,3,59577677,59578798,+,mRatBN7.2,rat,1122,0.6043,1122,15.5002,4.6561,14.1108,6.5249,2.8625,D
395056,ENSRNOG00000069591,Hoxd11,protein_coding,3,59585039,59586783,+,mRatBN7.2,rat,1745,0.639,1745,15.3812,4.9547,14.0595,6.7925,2.9617,D
395057,ENSRNOG00000001581,Hoxd10,protein_coding,3,59594516,59597725,+,mRatBN7.2,rat,3210,0.4822,3210,15.6548,4.7353,14.2975,6.5623,2.9092,D
395058,ENSRNOG00000001580,Hoxd9,protein_coding,3,59600575,59602754,+,mRatBN7.2,rat,2180,0.5959,2180,15.5914,4.6833,14.2144,6.5356,2.8973,D
395059,ENSRNOG00000071108,Hoxd8,protein_coding,3,59607996,59610361,+,mRatBN7.2,rat,2366,0.4742,2366,15.5727,4.5235,14.2199,6.387,2.7837,D
395060,ENSRNOG00000001578,Hoxd4,protein_coding,3,59614464,59631528,+,mRatBN7.2,rat,17065,0.4923,8190,17.0621,-3.137,15.2573,1.3786,5.2773,D
395062,ENSRNOG00000001577,Hoxd3,protein_coding,3,59638708,59650282,+,mRatBN7.2,rat,11575,0.5002,8190,17.9308,3.4102,16.4238,4.9921,3.2005,D
395063,ENSRNOG00000001572,Hoxd1,protein_coding,3,59665629,59667769,+,mRatBN7.2,rat,2141,0.5479,2141,15.6068,4.4396,14.2562,6.3138,2.7766,D
397137,ENSRNOG00000005628,Hoxa1,protein_coding,4,81255883,81258504,-,mRatBN7.2,rat,2622,0.4855,2622,15.9765,3.9426,14.5441,5.7195,2.8688,A
397138,ENSRNOG00000005968,Hoxa2,protein_coding,4,81262768,81265044,-,mRatBN7.2,rat,2277,0.5059,2277,15.5506,4.6842,14.2124,6.4981,2.9625,A
397139,ENSRNOG00000006281,Hoxa3,protein_coding,4,81269243,81313218,-,mRatBN7.2,rat,43976,0.4925,8190,17.1616,4.5694,15.9165,6.087,3.2664,A
397140,ENSRNOG00000027365,Hoxa4,protein_coding,4,81289682,81291685,-,mRatBN7.2,rat,2004,0.5714,2004,15.5176,4.6503,14.1408,6.5188,2.9236,A
397141,ENSRNOG00000047951,Hoxa5,protein_coding,4,81302353,81306234,-,mRatBN7.2,rat,3882,0.5546,3882,15.8465,4.859,14.4781,6.6514,3.0255,A
397142,ENSRNOG00000048917,Hoxa6,protein_coding,4,81306407,81308850,-,mRatBN7.2,rat,2444,0.5164,2444,15.7217,4.3755,14.374,6.2099,2.8368,A
397143,ENSRNOG00000046361,Hoxa7,protein_coding,4,81314625,81317659,-,mRatBN7.2,rat,3035,0.5213,3035,15.8303,4.6227,14.4823,6.4535,2.9461,A
397144,ENSRNOG00000064322,Hoxa9,protein_coding,4,81323382,81326358,-,mRatBN7.2,rat,2977,0.516,2977,15.9074,4.5143,14.5191,6.3202,2.9943,A
397145,ENSRNOG00000065199,Hoxa10,protein_coding,4,81331591,81340919,-,mRatBN7.2,rat,9329,0.5091,8190,17.585,3.9126,16.2153,5.4758,3.194,A
397146,ENSRNOG00000059870,Hoxa11,protein_coding,4,81342528,81346232,-,mRatBN7.2,rat,3705,0.5244,3705,15.7691,4.8635,14.4566,6.6409,3.0421,A
397148,ENSRNOG00000057061,Hoxa13,protein_coding,4,81358956,81361091,-,mRatBN7.2,rat,2136,0.61,2136,15.6171,4.5604,14.199,6.3613,2.9557,A
402664,ENSRNOG00000028679,Hoxc13,protein_coding,7,134058640,134064800,+,mRatBN7.2,rat,6161,0.4926,6161,17.4313,4.453,16.0867,6.006,3.198,C
402665,ENSRNOG00000016116,Hoxc12,protein_coding,7,134074199,134075797,+,mRatBN7.2,rat,1599,0.5666,1599,15.6949,4.5377,14.3134,6.3387,2.8244,C
402666,ENSRNOG00000016141,Hoxc11,protein_coding,7,134091552,134094738,+,mRatBN7.2,rat,3187,0.5711,3187,15.8116,4.7504,14.4831,6.521,2.9609,C
402667,ENSRNOG00000016149,Hoxc10,protein_coding,7,134103643,134108966,+,mRatBN7.2,rat,5324,0.4776,5324,16.6088,4.9438,15.2732,6.6313,3.177,C
402668,ENSRNOG00000016199,Hoxc9,protein_coding,7,134118817,134121492,+,mRatBN7.2,rat,2676,0.5452,2676,15.6541,4.7005,14.3126,6.5382,2.9085,C
402669,ENSRNOG00000028619,Hoxc8,protein_coding,7,134127913,134130503,+,mRatBN7.2,rat,2591,0.5206,2591,15.7239,4.6202,14.4325,6.4876,2.9096,C
402670,ENSRNOG00000063956,Hoxc6,protein_coding,7,134135502,134148392,+,mRatBN7.2,rat,12891,0.4993,8190,17.2515,4.5652,15.9061,6.1256,3.2977,C
402671,ENSRNOG00000016598,Hoxc5,protein_coding,7,134150988,134154410,+,mRatBN7.2,rat,3423,0.5349,3423,16.0638,4.7352,14.7186,6.4911,2.9953,C
402672,ENSRNOG00000016613,Hoxc4,protein_coding,7,134170591,134173133,+,mRatBN7.2,rat,2543,0.5124,2543,15.4849,4.9032,14.1434,6.7395,2.9418,C
406595,ENSRNOG00000007491,Hoxb13,protein_coding,10,81160498,81162777,+,mRatBN7.2,rat,2280,0.561,2280,16.0017,4.1738,14.5933,5.9982,2.8159,B
406596,ENSRNOG00000007573,Hoxb9,protein_coding,10,81237312,81240818,+,mRatBN7.2,rat,3507,0.5563,3507,16.3191,4.5799,14.9286,6.3322,2.9829,B
406597,ENSRNOG00000007585,Hoxb8,protein_coding,10,81248887,81250638,+,mRatBN7.2,rat,1752,0.601,1752,15.4567,4.8061,14.0919,6.6829,2.9047,B
406598,ENSRNOG00000007611,Hoxb7,protein_coding,10,81252553,81256034,+,mRatBN7.2,rat,3482,0.5253,3482,16.3059,4.2041,14.8962,5.953,2.8568,B
406600,ENSRNOG00000007823,Hoxb6,protein_coding,10,81265056,81267449,+,mRatBN7.2,rat,2394,0.5731,2394,15.5238,4.7633,14.1382,6.635,2.8793,B
406601,ENSRNOG00000008010,Hoxb5,protein_coding,10,81269372,81271580,+,mRatBN7.2,rat,2209,0.5491,2209,15.5083,4.662,14.1804,6.5353,2.8503,B
406602,ENSRNOG00000008191,Hoxb4,protein_coding,10,81284552,81287128,+,mRatBN7.2,rat,2577,0.5607,2577,15.5594,4.7158,14.2187,6.5733,2.9038,B
406603,ENSRNOG00000008313,Hoxb3,protein_coding,10,81299357,81313107,+,mRatBN7.2,rat,13751,0.5177,8190,17.6659,3.7678,16.3028,5.3697,3.1584,B
406604,ENSRNOG00000008365,Hoxb2,protein_coding,10,81318026,81320192,+,mRatBN7.2,rat,2167,0.5524,2167,15.647,4.4649,14.2783,6.2927,2.8081,B
406605,ENSRNOG00000008506,Hoxb1,protein_coding,10,81331507,81332836,+,mRatBN7.2,rat,1330,0.5699,1330,15.4347,4.6407,14.0709,6.5366,2.8486,B
551395,ENSDARG00000056015,hoxb13a,protein_coding,3,23654233,23655834,+,GRCz11,zebrafish,1602,0.4189,1602,7.3107,10.4841,9.5891,13.1406,9.3498,B
551396,ENSDARG00000011579,hoxb10a,protein_coding,3,23669267,23671863,+,GRCz11,zebrafish,2597,0.3854,2597,7.2225,10.2262,9.1458,13.0996,9.2861,B
551397,ENSDARG00000056023,hoxb9a,protein_coding,3,23677351,23682436,+,GRCz11,zebrafish,5086,0.3708,5086,8.3658,10.5536,9.4495,13.02,10.4497,B
551398,ENSDARG00000056027,hoxb8a,protein_coding,3,23687909,23690481,+,GRCz11,zebrafish,2573,0.4318,2573,7.3641,10.5453,9.5793,13.1554,9.3923,B
551399,ENSDARG00000056030,hoxb7a,protein_coding,3,23691847,23696208,+,GRCz11,zebrafish,4362,0.3597,4362,7.9179,10.5449,9.4593,13.1301,10.0569,B
551400,ENSDARG00000029263,hoxb3a,protein_coding,3,23697997,23771945,+,GRCz11,zebrafish,73949,0.372,8190,8.3998,10.5001,9.3796,12.9631,10.4856,B
551401,ENSDARG00000010630,hoxb6a,protein_coding,3,23703704,23705746,+,GRCz11,zebrafish,2043,0.4068,2043,7.3992,10.5291,9.5678,13.1543,9.4388,B
551402,ENSDARG00000013057,hoxb5a,protein_coding,3,23707691,23710095,+,GRCz11,zebrafish,2405,0.41,2405,7.3571,10.599,9.7471,13.1537,9.2946,B
551403,ENSDARG00000013533,hoxb4a,protein_coding,3,23710839,23723982,+,GRCz11,zebrafish,13144,0.3656,8190,8.4088,10.5032,9.3875,12.9552,10.4864,B
551404,ENSDARG00000000175,hoxb2a,protein_coding,3,23752150,23754831,+,GRCz11,zebrafish,2682,0.4456,2682,7.3532,10.5671,9.6754,13.1573,9.3482,B
551405,ENSDARG00000008174,hoxb1a,protein_coding,3,23768898,23771142,+,GRCz11,zebrafish,2245,0.429,2245,7.4778,10.3553,9.3759,13.142,9.5248,B
558935,ENSDARG00000059280,hoxd3a,protein_coding,9,1937049,1959917,-,GRCz11,zebrafish,22869,0.36,8190,8.3325,10.6367,9.5009,13.0838,10.4364,D
